"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"165","B","HLA-C","NK","CD53",0.191581577493638,332,384.5,0.116403678996522,383,0.929066316547155,8,0.0142917687751409,386,-0.258968103836592,551
"166","CD8 T","SEMA4D","B","CD72",0.196334842479712,215.25,160.5,0.297626792107285,77,0.587888393974214,463,0.198382577848024,163,0.243599445934631,158
"167","NK","HLA-C","B","CD81",0.196914887437657,177,175,0.146411309433291,309,0.845089573739988,116,0.121979119842383,234,0.449227224200054,49
"168","B","LGALS9","B","CD44",0.20206271773397,231,221.5,0.218076006741322,170,0.713323934237617,311,0.124849079662832,229,0.163106574985321,214
"169","B","HLA-DRB1","CD8 T","CD37",0.20206271773397,153,131,0.145517162929419,311,0.903335815873684,39,0.31375295700079,95,0.230545772023358,167
"170","NK","SEMA4D","B","CD72",0.203125,224.25,163,0.280023029774574,97,0.580483540124322,474,0.200939966287596,162,0.231663801680286,164
"171","B","TYK2","NK","JAK1",0.206572320395402,215.75,158,0.227991728141513,151,0.62258530210519,424,0.256341165777236,123,0.231650884520226,165
"172","B","ICAM3","CD8 T","ITGAL",0.212660508982172,264.25,252.5,0.169792176610995,246,0.711998705660993,315,0.118549192697127,237,0.117294638325452,259
"173","NK","CD59","CD8 T","CD2",0.215373846416948,206.5,214.5,0.15501822698491,284,0.711935228035573,316,0.336923941096781,81,0.268422471172303,145
"174","B","ICAM3","NK","ITGAL",0.218113066026761,272,261,0.16809575169484,249,0.710968080243627,317,0.0993891610658685,261,0.114714743870553,261
"175","CD8 T","ARRB2","NK","ADRB2",0.220711826960514,205.5,158.5,0.244304834665836,131,0.660633999708037,374,0.219519643983611,148,0.226897750746661,169
"176","NK","SRGN","NK","CD44",0.220711826960514,212.75,155.5,0.10420568216898,419,0.843668036045058,121,0.190058596184348,170,0.284350587150637,141
"177","B","TNFRSF17","NK","LY9",0.224334661599234,215,158,0.294251814422353,80,0.587501194117804,464,0.220228543010647,146,0.225596923713115,170
"178","CD8 T","CD160","NK","TNFRSF14",0.226487661199939,204.25,179,0.219200561716872,168,0.707957205046061,320,0.233993088987989,139,0.203573593710563,190
"179","CD8 T","MIF","CD8 T","CXCR4",0.229332055395355,185.25,173.5,0.143505200540483,321,0.878177197692916,73,0.193887715832534,168,0.213709370969274,179
"180","CD8 T","LGALS3","B","ANXA2",0.23220315730048,281.25,279,0.170793560857406,245,0.743950971575054,270,0.0834575781911648,288,0.0695423879749482,322
"181","CD8 T","SELPLG","NK","SELL",0.235101133577414,217.75,203.5,0.142717489963964,323,0.77467193188277,236,0.230668358997088,141,0.224839052499166,171
"182","NK","ADRB2","CD8 T","YWHAQ",0.238026151406648,210.75,177.5,0.216560198108173,171,0.70465529996192,324,0.197027501135428,164,0.207564665956098,184
"183","NK","HLA-C","B","CD53",0.238381862761372,210.75,221,0.114125484989623,391,0.928412252722689,10,0.0427979798180184,346,0.342681806775843,96
"184","NK","HLA-A","B","APLP2",0.243957983035919,211.5,196.5,0.141796036581572,326,0.832301474769127,141,0.109145809811519,252,0.295128063436788,127
"185","NK","IL10RB","B","IFNAR1",0.246816344340516,224.5,167,0.350569448468266,46,0.53980357372273,518,0.18010286087404,177,0.246012341477915,157
