"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"311","B","CD8 T","BAG6","BAG6","NCR3","NCR3",0.36268245715329,0.396811188968426,0.379746823060858
"312","B","CD8 T","B2M","B2M","CD3D","CD3D",-0.146800394044399,1.16615207929724,0.509675842626418
"313","B","CD8 T","B2M","B2M","CD3G","CD3G",-0.146800394044399,0.165104030122292,0.00915181803894619
"314","B","CD8 T","B2M","B2M","HLA-E","HLA-E",-0.146800394044399,0.034842430741634,-0.0559789816513826
"315","B","CD8 T","B2M","B2M","CD247","CD247",-0.146800394044399,0.0255481444823624,-0.0606261247810184
"316","B","CD8 T","B2M","B2M","KLRC1","KLRC1",-0.146800394044399,-0.0779219521274991,-0.112361173085949
"317","B","CD8 T","B2M","B2M","HLA-F","HLA-F",-0.146800394044399,0.0118201289801914,-0.0674901325321039
"318","B","CD8 T","B2M","B2M","KLRD1","KLRD1",-0.146800394044399,-0.244049565304706,-0.195424979674553
"319","B","CD8 T","HLA-DRB5","HLA-DRB5","LAG3","LAG3",1.09547256107729,0.867185353675475,0.981328957376384
"320","B","CD8 T","TGFB1","TGFB1","ITGB1","ITGB1",-0.168400180161521,0.0917578948759667,-0.038321142642777
"321","B","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",-0.168400180161521,0.182155262213146,0.00687754102581273
"322","B","CD8 T","TGFB1","TGFB1","CXCR4","CXCR4",-0.168400180161521,0.450223166885711,0.140911493362095
"323","B","CD8 T","LGALS1","LGALS1","ITGB1","ITGB1",-0.581859997168439,0.0917578948759667,-0.245051051146236
"324","B","CD8 T","LGALS1","LGALS1","PTPRC","PTPRC",-0.581859997168439,0.191228987228552,-0.195315504969944
"325","B","CD8 T","TIMP1","TIMP1","CD63","CD63",-0.289813531665714,-0.45508283054134,-0.372448181103527
"326","B","CD8 T","POMC","POMC","ADRB2","ADRB2",0.0827520076260036,0.0348487316780652,0.0588003696520344
"327","B","CD8 T","HLA-DQB2","HLA-DQB2","LAG3","LAG3",0.146007357768801,0.867185353675475,0.506596355722138
