"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"291","CD8 T","NK","IFNG","IFNG","IFNGR1","IFNGR1",-0.0603653230137715,-0.0218172152222534,-0.0410912691180124
"292","CD8 T","NK","CD28","CD28","CD86","CD86",0.172549359298806,0.12413434485867,0.148341852078738
"293","CD8 T","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",-0.395506646337855,0.203223912345075,-0.0961413669963896
"294","CD8 T","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",-0.395506646337855,0.255551234080478,-0.0699777061286883
"295","CD8 T","NK","IFNG","IFNG","IFNGR2","IFNGR2",-0.0603653230137715,0.0142829352699655,-0.023041193871903
"296","CD8 T","NK","IL23A","IL23A","IL12RB1","IL12RB1",0.28563862676133,0.407220485070414,0.346429555915872
"297","CD8 T","NK","CCL5","CCL5","CXCR3","CXCR3",0.967327579590536,0.0465386787466486,0.506933129168592
"298","CD8 T","NK","GNAS","GNAS","ADRB2","ADRB2",-0.238895900094056,0.145328057649382,-0.046783921222337
"299","CD8 T","NK","MIF","MIF","CXCR4","CXCR4",-0.0665274641998093,-0.334144652922597,-0.200336058561203
"300","CD8 T","NK","MIF","MIF","CD74","CD74",-0.0665274641998093,-0.502838527156335,-0.284682995678072
"301","CD8 T","NK","GRN","GRN","TNFRSF1A","TNFRSF1A",-0.194351003315368,0.271374425703035,0.0385117111938336
"302","CD8 T","NK","GNAS","GNAS","PTGDR","PTGDR",-0.238895900094056,0.746267204428412,0.253685652167178
"303","CD8 T","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.0744336150727898,0.0873202727681717,0.0808769439204807
"304","CD8 T","NK","CD2","CD2","CD48","CD48",0.781937018348528,-0.264522680694847,0.25870716882684
"305","CD8 T","NK","CD48","CD48","CD2","CD2",0.171184840663691,-0.0236472559962139,0.0737687923337384
"306","CD8 T","NK","CD48","CD48","CD244","CD244",0.171184840663691,0.455744665548484,0.313464753106087
"307","CD8 T","NK","HLA-A","HLA-A","KIR3DL2","KIR3DL2",0.0519604140290837,0.20959207302297,0.130776243526027
"308","CD8 T","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",0.00544136924464622,0.317262962155765,0.161352165700206
"309","CD8 T","NK","HMGB1","HMGB1","HAVCR2","HAVCR2",-0.0267261402566092,0.345601731743675,0.159437795743533
"310","CD8 T","NK","LGALS1","LGALS1","CD69","CD69",-0.29917078648646,0.154497702008063,-0.0723365422391983
"311","CD8 T","NK","CD160","CD160","TNFRSF14","TNFRSF14",0.230473667400483,0.245367863453388,0.237920765426936
"312","CD8 T","NK","TNFRSF14","TNFRSF14","CD160","CD160",-0.26523614161139,0.228400647297118,-0.0184177471571361
"313","CD8 T","NK","SIRPG","SIRPG","CD47","CD47",0.361359839286474,0.31900441909013,0.340182129188302
