"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"186","CD8 T","CLEC2B","NK","KLRF1",0.758753944776775,176.75,142,0.179060080700537,154,0.580699178192517,316,0.215077419687522,107,0.204237401514035,130
"187","CD8 T","SIRPG","CD8 T","CD47",0.769481242142924,208.25,223.5,0.198312711348785,136,0.663624321458914,250,0.0270535777472164,225,0.0600073753334432,222
"188","B","GNAS","NK","ADRB2",0.771326458714025,168.75,145.5,0.203559085553153,131,0.662715690645169,253,0.15176943181742,135,0.151274835250127,156
"189","B","LGALS9","NK","CD44",0.781817369020711,237.5,244.5,0.141586496696865,209,0.667215141479826,249,-0.00722214733108001,252,0.0330711110596905,240
"190","NK","YBX1","NK","NOTCH1",0.794301231994662,219.5,230.5,0.176344666615212,164,0.716708981829295,210,-0.0170791285250349,253,0.00306180999001314,251
"191","NK","CD58","NK","CD2",0.806934005896801,178.25,175,0.22441949240326,109,0.661457081756571,254,0.0857452059015584,178,0.127738919043165,172
"192","B","HLA-F","NK","KIR3DL2",0.809673773302649,156,149.5,0.286831858819631,68,0.655764305981241,257,0.117866023602909,159,0.193331175247522,140
"193","NK","MIF","NK","CD74",0.815543959923966,233.75,296,0.0976341986654797,276,0.895039455280428,21,-0.13180652831042,316,-0.182285025490323,322
"194","NK","GNAS","NK","ADRB2",0.832651009077732,186,173,0.1925178180524,142,0.656455003398622,256,0.0974668914993599,173,0.12717244787426,173
"195","B","CD48","NK","CD2",0.832651009077732,206.5,249.5,0.106449848190263,256,0.842188918923412,71,0.00314519017084375,246,-0.00124657263874,253
"196","CD8 T","HLA-F","NK","KIR3DL2",0.835759075078373,159.75,152.5,0.27704373860699,76,0.651834887006735,258,0.114236830587473,161,0.178647441012481,144
"197","NK","HLA-B","CD8 T","CANX",0.842539484328337,155.75,144,0.104586126923969,262,0.841449702438872,73,0.0565645327839616,205,0.33059899702828,83
"198","CD8 T","HLA-B","B","CANX",0.84573761128457,208,253,0.109525404029873,250,0.844503698314619,69,-0.0181650498478126,256,-0.0113900352084772,257
"199","NK","CD2","B","CD48",0.84573761128457,206.5,249.5,0.106449848190263,256,0.842188918923412,71,0.00314519017084375,246,-0.00124657263874,253
"200","B","PTDSS1","NK","JMJD6",0.848956464720401,185.5,150.5,0.203206508668907,132,0.586628084249706,309,0.142273471033404,139,0.14222521859491,162
"201","CD8 T","SELPLG","B","SELL",0.858977870275687,228.75,237,0.10583608102166,258,0.747513467349999,183,0.0310661718154649,222,0.00218685295513706,252
"202","B","TIMP1","NK","CD63",0.87655113348799,156,142.5,0.0960965305112427,280,0.728786096926508,200,0.354227926669195,59,0.319708492615265,85
"203","NK","GRN","NK","TNFRSF1A",0.889161656343036,196.5,162.5,0.197817221161691,138,0.570607227151826,323,0.108506837582526,165,0.142362399851454,160
"204","NK","PTDSS1","NK","JMJD6",0.889161656343036,195,163.5,0.196621845810029,140,0.582628514317647,313,0.111995107034305,162,0.134200594204009,165
"205","B","ICAM2","CD8 T","ITGAL",0.899632592178938,185,165.5,0.178981871135427,156,0.649064025921012,261,0.126867973224418,148,0.11914288360859,175
"206","B","ICAM2","NK","ITGAL",0.913499505795399,192,171.5,0.177193630288325,163,0.647919553629352,262,0.110785816814242,163,0.116562989153691,180
"207","B","GRN","NK","TNFRSF1B",0.916470746903817,186.75,163.5,0.17803553931285,157,0.644562731193861,263,0.115320060014835,160,0.134015033298168,167
"208","CD8 T","IL23A","CD8 T","IL12RB1",0.930275340915884,200,166,0.222733063660336,114,0.520389076493774,354,0.10500748581292,168,0.136867404246898,164
"209","NK","HLA-F","NK","KIR3DL2",0.941713635765528,173.75,174,0.2585465462059,83,0.643953374760238,264,0.0687277180430017,190,0.150898715883291,158
"210","CD8 T","CCL5","B","CXCR3",0.944179205907453,154,135.5,0.0924193368009704,290,0.76656583454019,169,0.36128338503108,55,0.285423303223527,102
"211","NK","LRPAP1","CD8 T","SORL1",0.970576335049421,197,185.5,0.161828166613361,180,0.640732332846709,266,0.124073147040892,151,0.0981733307511181,191
"212","B","EBI3","B","IL27RA",1,175.75,147.5,0.345509616190188,36,0.469472734670637,372,0.093307957135579,176,0.220308098250915,119
"213","B","HLA-B","NK","KIR2DL3",1,168,151.5,0.298170618912199,59,0.81332619477969,114,0.0704298819453933,189,-0.152701844384013,310
"214","B","HLA-C","NK","KIR2DL3",1,171.75,145.5,0.29760824323978,62,0.82657254093445,98,0.0628262221175782,193,-0.219611159625168,334
