"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"182","NK","B","B2M","B2M","CD3D","CD3D",0.728883142873204,-0.428411266288325,0.150235938292439
"183","NK","B","HLA-A","HLA-A","CD3D","CD3D",0.510329205732673,-0.428411266288325,0.0409589697221741
"184","NK","B","HLA-C","HLA-C","CD3D","CD3D",0.820233658651436,-0.428411266288325,0.195911196181556
"185","NK","B","HLA-B","HLA-B","CD3D","CD3D",0.744747583195492,-0.428411266288325,0.158168158453583
"186","NK","B","CALM1","CALM1","FAS","FAS",0.526744519413706,0.0836555942073676,0.305200056810537
"187","NK","B","B2M","B2M","CD247","CD247",0.728883142873204,-0.764050310775759,-0.0175835839512776
"188","NK","B","LTB","LTB","CD40","CD40",-0.73598210743712,0.771196688085814,0.0176072903243469
"189","NK","B","SPON2","SPON2","ITGB2","ITGB2",1.04724343131851,-0.528850645187414,0.259196393065549
"190","NK","B","ICAM2","ICAM2","ITGB2","ITGB2",-0.00952833936825393,-0.528850645187414,-0.269189492277834
"191","NK","B","VIM","VIM","CD44","CD44",-0.673217141637688,-0.051623018421187,-0.362420080029437
"192","NK","B","B2M","B2M","CD3G","CD3G",0.728883142873204,-0.0729012737529996,0.327990934560102
"193","NK","B","SPON2","SPON2","ITGAM","ITGAM",1.04724343131851,0.00127482416992858,0.52425912774422
"194","NK","B","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0628903006377732,0.0715079785816555,0.0671991396097144
"195","NK","NK","IFNG","IFNG","IFNGR1","IFNGR1",0.430365584741019,-0.0309329284318834,0.199716328154568
"196","NK","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",0.51015907840825,0.318253593035569,0.414206335721909
"197","NK","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.51015907840825,0.353414029386622,0.431786553897436
"198","NK","NK","IFNG","IFNG","IFNGR2","IFNGR2",0.430365584741019,0.0365998875790657,0.233482736160042
"199","NK","NK","CCL5","CCL5","CXCR3","CXCR3",0.168221778573787,0.0379110844817353,0.103066431527761
"200","NK","NK","GNAS","GNAS","PTGDR","PTGDR",0.0878898262212688,0.614581627266401,0.351235726743835
"201","NK","NK","MFNG","MFNG","NOTCH1","NOTCH1",-0.0789437454853033,0.168692371645531,0.0448743130801137
"202","NK","NK","HLA-A","HLA-A","KIR3DL2","KIR3DL2",0.510329205732673,0.348584888095529,0.429457046914101
"203","NK","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",0.820233658651436,0.423212651268706,0.621723154960071
"204","NK","NK","ICAM3","ICAM3","ITGAL","ITGAL",-0.0459212925088382,0.144412410890431,0.0492455591907963
"205","NK","NK","ICAM3","ICAM3","ITGB2","ITGB2",-0.0459212925088382,0.752926018397243,0.353502362944202
"206","NK","NK","TIMP1","TIMP1","CD63","CD63",0.0835221914342663,0.902008340804233,0.49276526611925
"207","NK","NK","TGFB1","TGFB1","CXCR4","CXCR4",0.51015907840825,-0.361900193841443,0.0741294422834035
"208","NK","NK","SELPLG","SELPLG","ITGAM","ITGAM",0.215029628072617,0.227952023170098,0.221490825621357
"209","NK","NK","SELPLG","SELPLG","SELL","SELL",0.215029628072617,0.485921788274762,0.35047570817369
"210","NK","NK","SELPLG","SELPLG","ITGB2","ITGB2",0.215029628072617,0.752926018397243,0.48397782323493
