"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"130","CD8 T","IFNG","CD8 T","IFNGR1",1,125,108.5,0.135899401337023,108,0.542676954909513,180,0.0474673777445442,103,0.0644665961132903,109
"131","CD8 T","ICAM2","NK","ITGAL",1,128.25,128.5,0.134904595496926,109,0.616228194580752,147,0.00203455298585103,130,0.0326135914208662,127
"132","CD8 T","TGFB1","NK","TGFBR3",1,149,150.5,0.132141578209155,111,0.534418836511275,184,-0.0853247605777153,160,-0.0139537057344388,141
"133","B","ICAM2","B","ITGAM",1,121.5,117,0.127636271824064,113,0.57813690289177,164,0.0730491730566424,88,0.0449941957934404,121
"134","B","LRPAP1","CD8 T","SORL1",1,131.5,129.5,0.120761213259247,117,0.606395097786153,150,0.00977659631836662,126,0.0156702583999716,133
"135","B","HLA-A","B","APLP2",1,131,136.5,0.118251254718414,121,0.819244581855394,64,-0.0591402445910487,152,-0.334947184791711,187
"136","B","HLA-B","NK","CANX",1,121.25,135,0.115521462838371,124,0.847971248854126,31,-0.0499466861266941,146,-0.319208961819804,184
"137","CD8 T","PTDSS1","NK","JMJD6",1,143.5,128.5,0.112629554888942,126,0.513742544820474,191,0.00270984793342237,129,0.0318405188564477,128
"138","NK","ICAM2","B","ITGAM",1,137,132.5,0.109812361852302,128,0.559694946693663,171,0.0309388095464685,112,-0.00412675759916268,137
"139","B","TNFSF12","CD8 T","TNFRSF25",1,134.75,127.5,0.109223052374366,130,0.513811555096476,190,0.0639986243571836,94,0.0359155685204516,125
"140","NK","LTB","NK","TNFRSF1A",1,147.75,151.5,0.107080780623247,132,0.739651216021976,99,-0.283098010674199,189,-0.19788777853367,171
"141","CD8 T","TGFB1","CD8 T","TGFBR2",1,157.75,159,0.105086618190733,135,0.547771365595473,178,-0.105913708260556,167,-0.0520631773926006,151
"142","B","LRPAP1","NK","SORL1",1,145.5,144.5,0.104560797359931,137,0.589079383338767,156,-0.0485823886960873,145,-0.0215922210156165,144
"143","B","ICAM2","CD8 T","ITGB2",1,132.75,146,0.103450272947678,139,0.794142889509624,84,-0.062214809681192,153,-0.0676809028964384,155
"144","B","HLA-A","NK","APLP2",1,141,150.5,0.103194679070221,140,0.808940530255229,72,-0.092938899419357,161,-0.366767712136353,191
"145","CD8 T","IFNG","NK","IFNGR2",1,154.75,140.5,0.101790791558787,141,0.459552963401339,203,-0.0186869928297096,135,-0.0138224912789433,140
"146","B","TNFSF12","NK","TNFRSF25",1,148.75,138.5,0.0983456896895067,143,0.500702140934129,194,0.0121136221494851,124,0.00773414089087811,134
"147","B","HLA-B","B","CANX",1,135,154,0.09820111737725,144,0.837202339673297,40,-0.103108163278412,164,-0.367632583647463,192
"148","CD8 T","PRSS23","CD8 T","TMEM222",1,154.5,141.5,0.0981872868600524,145,0.466428822491191,202,-0.0173020565248799,133,-0.00649695362174695,138
"149","B","ICAM3","CD8 T","ITGB2",1,124.25,150.5,0.0981386936194067,146,0.837570947602674,39,-0.0661913553976815,155,-0.0695291481795767,157
"150","CD8 T","ICAM2","B","ITGAM",1,153.75,147,0.0971745970390871,147,0.544579363442678,179,-0.0331349567407985,142,-0.0389552019393848,147
"151","CD8 T","HLA-E","CD8 T","KLRC1",1,121.25,134,0.0965144932165848,149,0.810788505467331,68,-0.0197319507201778,138,0.0284506767871026,130
"152","B","SELPLG","NK","SELL",1,97,86.5,0.0953968393378501,151,0.737588343117485,100,0.142462860563182,64,0.153567921739288,73
"153","CD8 T","HLA-B","CD8 T","CANX",1,121.75,145.5,0.0941863575975553,152,0.834337661626055,44,-0.0316379557855893,141,-0.049840416148846,150
"154","NK","SELPLG","CD8 T","SELL",1,151.25,161,0.0932670066201844,153,0.73539738407827,102,-0.194955379230079,181,-0.155754774694425,169
"155","NK","HLA-A","CD8 T","APLP2",1,104.75,99.5,0.0918266002821309,155,0.799758077065052,79,0.018888434850466,120,0.207058209070076,65
"156","CD8 T","TIMP1","CD8 T","CD63",1,148.75,157.5,0.0903799590622566,156,0.722682538992623,106,-0.13607459651963,174,-0.104314410435448,159
"157","NK","VIM","CD8 T","CD44",1,136.25,162.5,0.0894177317482457,157,0.834598457704224,43,-0.155531955881407,177,-0.154950088472026,168
"158","NK","ICAM2","CD8 T","ITGB2",1,143.25,159.5,0.0890038438470598,158,0.781576189253981,88,-0.104325173191366,166,-0.116801856289041,161
"159","CD8 T","VIM","NK","CD44",1,107.25,112,0.0885790020729319,159,0.833946957146684,46,0.0111712685498157,125,0.0795722764432683,99
"160","CD8 T","HLA-A","CD8 T","APLP2",1,120,119.5,0.0885495367711013,160,0.796832395313413,81,-0.0181748544679737,134,0.0716396486995654,105
"161","CD8 T","PTDSS1","B","JMJD6",1,163.25,155,0.0869593855026669,161,0.481421691100555,198,-0.0551569385353073,149,-0.0351609357378465,145
"162","CD8 T","ICAM3","CD8 T","ITGB2",1,137.5,162.5,0.0868485726437582,162,0.829085072415167,52,-0.133938505235052,173,-0.131585578775833,163
"163","NK","ICAM3","CD8 T","ITGB2",1,139,163.5,0.0862276795937931,163,0.828576125110144,53,-0.140363686415166,176,-0.134998332859334,164
"164","CD8 T","IFNG","NK","IFNGR1",1,163,156,0.0845226615798031,164,0.483425219459622,197,-0.0376103053636144,143,-0.0475888992844179,148
"165","B","HLA-B","CD8 T","CANX",1,146.5,167.5,0.0844480386965786,165,0.826656935408814,55,-0.115438349782149,170,-0.406082964587832,196
"166","B","HLA-E","CD8 T","KLRC1",1,149,169,0.0832790467292425,166,0.799214745397518,80,-0.125217076337788,172,-0.261757268333739,178
"167","CD8 T","ICAM2","CD8 T","ITGB2",1,150.75,166.5,0.0787608290622204,167,0.7709606453919,91,-0.168398939478633,179,-0.151630300629264,166
"168","NK","HLA-B","CD8 T","KLRD1",1,98.25,96.5,0.0786441606489204,168,0.845823874921538,32,-0.027950214374674,139,0.262260618080228,54
"169","NK","TIMP1","CD8 T","CD63",1,156.25,168,0.0770922001988486,169,0.706469172341451,111,-0.162333025510488,178,-0.152087896788033,167
"170","NK","HLA-E","CD8 T","KLRD1",1,118.5,129.5,0.0767374876976047,170,0.834300727904285,45,-0.0505464324910787,147,0.0562128791746851,112
