"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"71","NK","B","ANXA1","ANXA1","FPR1","FPR1",0.526469685565469,0.11207424684641,0.319271966205939
"72","NK","B","SEMA4D","SEMA4D","CD72","CD72",-0.0199027533105393,0.413311810012814,0.196704528351137
"73","NK","B","ICAM3","ICAM3","ITGB2","ITGB2",-0.0620057575285934,-0.581222651836024,-0.321614204682309
"74","NK","B","TIMP1","TIMP1","CD63","CD63",0.122403316120643,-0.640953181563711,-0.259274932721534
"75","NK","B","SELPLG","SELPLG","SELL","SELL",0.209295384307865,0.0811717101190996,0.145233547213482
"76","NK","B","GNAI2","GNAI2","FPR1","FPR1",0.173509395155386,0.11207424684641,0.142791821000898
"77","NK","B","ICAM2","ICAM2","ITGAM","ITGAM",0.0100712689190059,0.0518063501739311,0.0309388095464685
"78","NK","B","HLA-B","HLA-B","CANX","CANX",0.17692258691924,-0.0278935481852967,0.0745145193669717
"79","NK","B","GSTP1","GSTP1","TRAF2","TRAF2",0.574863893123277,0.182608285788955,0.378736089456116
"80","NK","B","B2M","B2M","HLA-F","HLA-F",0.0995617819061931,0.0370030094245177,0.0682823956653554
"81","NK","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0912424381163573,-0.207417214440677,-0.0580873881621596
"82","NK","B","HLA-A","HLA-A","APLP2","APLP2",0.124600768077022,0.073189551981788,0.0988951600294052
"83","NK","B","LTB","LTB","CD40","CD40",-0.845644868785579,0.692265267456456,-0.0766898006645614
"84","NK","B","ICAM2","ICAM2","ITGB2","ITGB2",0.0100712689190059,-0.581222651836024,-0.285575691458509
"85","NK","B","VIM","VIM","CD44","CD44",-0.702113189338931,-0.106895510821158,-0.404504350080044
"86","NK","B","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0632112966129982,0.0672630945135509,0.0652371955632745
"87","NK","NK","IFNG","IFNG","IFNGR1","IFNGR1",0.467422490981533,-0.0122488770515148,0.227586806965009
"88","NK","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",0.521317926213936,0.217929366692245,0.36962364645309
"89","NK","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.521317926213936,0.258429258512379,0.389873592363157
"90","NK","NK","IFNG","IFNG","IFNGR2","IFNGR2",0.467422490981533,0.0255977480162948,0.246510119498914
"91","NK","NK","CCL5","CCL5","CXCR3","CXCR3",0.206481256070206,0.0282591152983793,0.117370185684293
"92","NK","NK","GNAS","GNAS","PTGDR","PTGDR",0.0724721059111179,0.749107282165198,0.410789694038158
"93","NK","NK","MFNG","MFNG","NOTCH1","NOTCH1",-0.0721998384822538,0.0872189883932877,0.007509574955517
"94","NK","NK","HLA-A","HLA-A","KIR3DL2","KIR3DL2",0.124600768077022,0.208327095509922,0.166463931793472
"95","NK","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",0.172646055276504,0.317007425812159,0.244826740544331
"96","NK","NK","ICAM3","ICAM3","ITGAL","ITGAL",-0.0620057575285934,0.12214536962723,0.0300698060493184
"97","NK","NK","ICAM3","ICAM3","ITGB2","ITGB2",-0.0620057575285934,0.756664495967707,0.347329369219557
"98","NK","NK","TIMP1","TIMP1","CD63","CD63",0.122403316120643,1.00245945068829,0.562431383404466
